iter	Accuracy	Logloss
880	0.8639691298	0.2941101213
881	0.8639571087	0.29410394
882	0.8639619171	0.2940988358
883	0.8639739382	0.2940934638
884	0.8639835551	0.2940885421
885	0.8639859593	0.2940829481
886	0.8639883636	0.2940765927
887	0.8640124058	0.2940691761
888	0.86401481	0.2940633955
889	0.86401481	0.2940567684
890	0.8640100016	0.2940499319
891	0.8639907678	0.294042063
892	0.8639883636	0.2940349459
893	0.8639739382	0.2940294425
894	0.8639691298	0.2940228641
895	0.8640124058	0.2940180822
896	0.8640196184	0.2940111035
897	0.8640220227	0.294008852
898	0.8640172142	0.2940040714
899	0.8640220227	0.2939996985
900	0.864036448	0.2939931164
901	0.8640244269	0.2939882249
902	0.8640124058	0.2939828059
903	0.8640172142	0.2939770343
904	0.8640196184	0.2939708232
905	0.8640172142	0.2939649929
906	0.8640196184	0.2939602466
907	0.8640340438	0.2939538646
908	0.8640484691	0.2939453217
909	0.8640412564	0.2939380969
910	0.8640460649	0.2939330738
911	0.8640484691	0.29392648
912	0.8640484691	0.2939226325
913	0.8640484691	0.2939169821
914	0.8640893409	0.293909221
915	0.8640989578	0.2939033446
916	0.8641157873	0.2938978272
917	0.8641254042	0.293891413
918	0.8641350211	0.2938858688
919	0.8641374253	0.2938779512
920	0.8641326169	0.2938677718
921	0.8641542549	0.2938625146
922	0.8641422338	0.2938571948
923	0.8641181915	0.2938494678
924	0.8641374253	0.2938444149
925	0.8641494464	0.2938405564
926	0.8641638718	0.2938351983
927	0.8641686802	0.2938292128
928	0.8641542549	0.2938255698
929	0.864166276	0.2938216264
930	0.8641638718	0.2938135291
931	0.8641686802	0.2938085868
932	0.8641831055	0.2938019672
933	0.8641758929	0.2937952962
934	0.8641903182	0.2937882342
935	0.8641807013	0.2937804453
936	0.8641951266	0.293774647
937	0.8641999351	0.293769428
938	0.8641951266	0.2937639916
939	0.8641999351	0.2937592112
940	0.864209552	0.2937523432
941	0.8642119562	0.2937454221
942	0.8642047435	0.2937387052
943	0.8641782971	0.2937307722
944	0.8641686802	0.2937256861
945	0.864166276	0.2937196719
946	0.8641951266	0.2937124779
947	0.8642119562	0.2937066041
948	0.8642167646	0.2936981153
949	0.8642239773	0.2936924149
950	0.8642191689	0.2936843968
951	0.8642167646	0.2936748782
952	0.8642191689	0.2936664058
953	0.8641999351	0.2936599434
954	0.8642047435	0.2936548314
955	0.8642023393	0.2936498217
956	0.864209552	0.2936445215
957	0.8641975309	0.2936402815
958	0.8641975309	0.2936329728
959	0.8642023393	0.293625416
960	0.8642215731	0.2936193746
961	0.8642215731	0.2936143469
962	0.8642287857	0.2936091257
963	0.8642384026	0.2936022335
964	0.86423119	0.2935951068
965	0.86423119	0.2935885517
966	0.8642384026	0.2935797018
967	0.8642432111	0.2935735846
968	0.8642432111	0.2935678084
969	0.8642600406	0.2935620076
970	0.8642480195	0.2935562423
971	0.8642648491	0.2935491055
972	0.864274466	0.2935426798
973	0.864274466	0.2935356664
974	0.8642936997	0.2935300564
975	0.8643057208	0.2935231966
976	0.8643225504	0.2935156542
977	0.8643249546	0.2935100365
978	0.8643105293	0.2935039463
979	0.8643057208	0.2934957467
980	0.8643153377	0.2934904783
981	0.8643153377	0.2934843682
982	0.864317742	0.2934768421
983	0.8643273588	0.2934716014
984	0.8643345715	0.2934646805
985	0.8643417842	0.2934592454
986	0.8643297631	0.2934565874
987	0.8643273588	0.2934524352
988	0.8643441884	0.2934454252
989	0.8643489968	0.2934398281
990	0.8643538053	0.2934334997
991	0.86433938	0.2934291623
992	0.86433938	0.2934238027
993	0.8643417842	0.2934169825
994	0.8643514011	0.2934105353
995	0.8643538053	0.2934042983
996	0.8643489968	0.2933994238
997	0.8643514011	0.2933947051
998	0.8643562095	0.2933895814
999	0.8643586137	0.293385127
